id,sku,name,sellingPrice,createdAt
cmj4aqxk60000ju04klawikq8,"manual-mj4aqxk5-e8ckmy","32"" Smart TV",12500,2025-12-13T12:53:11.910Z
cmj49hfww0001l804rflhfe4x,"manual-mj49hfww-p1gijr","CABLE CONNECTORS",2800,2025-12-13T12:17:49.521Z
cmj49hfwm0000l804mekl4qzt,"manual-mj49hfwl-x2e8qk","200 AH BATTERY",23000,2025-12-13T12:17:49.510Z
cmj49f4yf0000l404gxk5nien,"manual-mj49f4ye-51uqrw","100AH BATTERY
5BULBS
10M CABLE
30A CONTROLLER
200W PANEL
600W INVERTER
HALF CABLE
5DC BULB HOLDERS",24348,2025-12-13T12:16:02.007Z
cmj412pvn0000lb04a2no6hpb,"manual-mj412pvm-yaub16","200W Solar Flood Light 2pcs",8300,2025-12-13T08:22:25.668Z
cmj2wt0kb0000kz04anc22x0f,"manual-mj2wt0ka-xzfnvk","150W solar kit, 100Ah battery, 600W inverter, 20A controller, 5 DC bulbs, 10m cable",20500,2025-12-12T13:35:08.315Z
cmj2vlgku0000ld04ebsjf5md,"manual-mj2vlgkt-59muh3","300W Solar Panel",9000,2025-12-12T13:01:16.206Z
cmj2u6u7f0005l504ryw3a97r,"manual-mj2u6u7f-gfn7qo","Cable Lugs",200,2025-12-12T12:21:54.412Z
cmj2u6u7b0004l504uqginv78,"manual-mj2u6u7a-1ypokb","Battery Cable",650,2025-12-12T12:21:54.408Z
cmj2u6u760003l504ratjzzkk,"manual-mj2u6u76-x9tk3u","AVS",3500,2025-12-12T12:21:54.402Z
cmj2u6u720002l504771k8yal,"manual-mj2u6u72-vjlis3","Battery Fuse",3500,2025-12-12T12:21:54.399Z
cmj2u6u6x0001l5042agtndxh,"manual-mj2u6u6w-3qlr15","2x1 Tracking",300,2025-12-12T12:21:54.393Z
cmj2u43ee0000l704k5d1w0j5,"manual-mj2u43ee-9twqg9","100W Solar Panel, 80Ah Battery, 300W Inverter, 10A Charge Controller, 5 DC Bulbs, 10m Cable, 22"" TV, Subwoofer",23000,2025-12-12T12:19:46.359Z
cmj2p0nl20000lh04ihmi9gy1,"manual-mj2p0nl2-ncephm","40Ah Gel Battery",5000,2025-12-12T09:57:07.815Z
cmj2ov0ko0000jy045v9kctw5,"manual-mj2ov0kn-b2joff","2.5 kWh Lithium Battery, 2 x 450W Solar Panels, 1.5 kVA Inverter",104000,2025-12-12T09:52:44.712Z
cmj2oq4d40000l404ayfjmde6,"manual-mj2oq4d3-ydoqz2","450W solar kit, 200Ah Starmax battery, 1500W inverter, 50A controller, 10m cable, 5 DC bulbs.",48000,2025-12-12T09:48:56.344Z
cmj2m4fcg0000jm0465ksa5mn,"manual-mj2m4fcf-rj9j60","150Ah Starmax Gel Battery",15500,2025-12-12T08:36:04.912Z
cmj2llbvp0000l404f3pxx2ph,"manual-mj2llbvp-hbka7q","50m 24V Water Pump",8500,2025-12-12T08:21:13.957Z
cmj1jzgyf0000l704ynda1cin,"manual-mj1jzgye-2v6hc5","450W SOLAR PANEL
1000W INVERTER
30A CONTROLLER
200AH BATTERY
5DC BULBS
10M CABLE",37000,2025-12-11T14:48:28.311Z
cmj1da90z0000jv04khroz18r,"manual-mj1da90y-bzkoic","10 x 5W DC Bulbs",650,2025-12-11T11:40:53.939Z
cmj1d21zb0000i604h6l6zxvh,"manual-mj1d21za-ta6vi0","100W Solar Full Kit: 100W solar panel, 80Ah battery, 300W inverter, 10A charge controller, 5 DC bulbs, 10m cable.",13000,2025-12-11T11:34:31.559Z
cmj1bqr4n0000l404iwfcmbph,"manual-mj1bqr4m-grajtv","150W Solar Full Kit: 150W solar panel, 100Ah battery, 600W inverter, 20A controller, 5 DC bulbs, 10M cable.",20000,2025-12-11T10:57:44.663Z
cmj163zt90000la04u8p4mr76,"manual-mj163zt8-87omtk","100Ah Starmax Gel Battery",10000,2025-12-11T08:20:04.749Z
cmj14xrd00000l204zuvscj9y,"manual-mj14xrd0-ii1kiw","200W solar kit, 200W panel, 100Ah battery, 600W inverter, 20A charge controller, 5 DC bulbs, 10M cable.",22000,2025-12-11T07:47:14.244Z
cmj0sqcsm0000l704emae2xjt,"manual-mj0sqcsl-9znvv7","Solarmax 1300",13000,2025-12-11T02:05:33.382Z
cmj0f656y0000ji04zgjzd7zm,"manual-mj0f656x-06s60n","SolarMax 100W Solar Panel",100,2025-12-10T19:45:55.402Z
cmj0encch0000l704fcvthh2h,"manual-mj0encch-l13njd","Item",,2025-12-10T19:31:18.210Z
cmj05q4xh004el804lxkifk2f,"manual-mj05q4xh-1b4zx2","extension cable",3400,2025-12-10T15:21:32.022Z
cmj05q4uc003zl804fkv3enl0,"manual-mj05q4uc-3naozk","1kwh  solarthon",20000,2025-12-10T15:21:31.909Z
cmj05q4r6003kl804h3y0l2sn,"manual-mj05q4r5-0ao1i5","exchanged 20m pump with 50m",3000,2025-12-10T15:21:31.794Z
cmj05q4o50035l804ufeijfzq,"manual-mj05q4o4-axrets","roofrail+2pairs connectors",1900,2025-12-10T15:21:31.685Z
cmj05q4kv002ql8043r4bx567,"manual-mj05q4ku-r9uyco","1kwh solarthorn",30500,2025-12-10T15:21:31.567Z
cmj05q4ht002bl804yqttv9wx,"manual-mj05q4hs-sjr3vs","100w kit+26tv+woofer",24000,2025-12-10T15:21:31.457Z
cmj05q4dy001wl8046vkbdav3,"manual-mj05q4dy-px91rh","1kva solarthon kit",42400,2025-12-10T15:21:31.319Z
cmj05q49m001hl804a784o11d,"manual-mj05q49l-m1s1uz","300w+150ah+600w+30A+10 cable",31600,2025-12-10T15:21:31.162Z
cmj05q46d0012l8044wva8b3i,"manual-mj05q46c-4ir2u5","2kwh powerstation",70000,2025-12-10T15:21:31.046Z
cmj05q41s000ml8045dnjjxck,"manual-mj05q41s-ecejzv","50m pump+250w panel",17000,2025-12-10T15:21:30.881Z
cmj035t0w0001ic04gh1oeoy0,"manual-mj035t0w-vx7iwt","MC 4 CONNECTORS",400,2025-12-10T14:09:44.241Z
cmj035t0o0000ic04a71oy534,"manual-mj035t0o-pxjjn3","SOLAR MANDING RAIL",1500,2025-12-10T14:09:44.233Z
cmiyriqpw003xjm0415kbd0tr,"manual-miyriqpw-nf92kk","300w solar",7000,2025-12-09T15:56:06.213Z
cmiyriqlx003ijm04jsh4l2ee,"manual-miyriqlx-0krqri","3pcs 1kva solarthon",61500,2025-12-09T15:56:06.070Z
cmiyriqhx0033jm0462w159xc,"manual-miyriqhw-gopm1y","2kwh lithium powerstation kit",86400,2025-12-09T15:56:05.925Z
cmiyriq7m0000jr04nnr45txy,"manual-miyriq7m-zjbvsp","1kwh solarthon",30000,2025-12-09T15:56:05.555Z
cmiyrippk001wjm04x29ltq6s,"manual-miyrippj-fyf9b3","200w kit",22000,2025-12-09T15:56:04.904Z
cmiyriple001hjm04ch6dx9wv,"manual-miyriple-w9hlvm","150w kit +32tv",32000,2025-12-09T15:56:04.755Z
cmiyripgx0012jm040qeywt1n,"manual-miyripgx-uzruu3","100w kit",13000,2025-12-09T15:56:04.594Z
cmiyripb8000mjm047qcsuv9h,"manual-miyripb7-9euv4a","300w kit+roof rail",29500,2025-12-09T15:56:04.388Z
cmixez9hw005cib045kp9rm7v,"manual-mixez9hw-3rf148","5kwh system",236000,2025-12-08T17:17:15.861Z
cmixez9ee004xib04yx9fordx,"manual-mixez9ed-9c2tgj","2.56kwh powerstation+2pcs 450w panel",106000,2025-12-08T17:17:15.734Z
cmixez99f004iib04kxu4qp51,"manual-mixez99e-ivgb0t","300w solamax kit",45000,2025-12-08T17:17:15.555Z
cmixez95a0043ib04easfkuex,"manual-mixez95a-r8cd0r","12v pump+200w pump",12500,2025-12-08T17:17:15.407Z
cmixez90n003oib04qyv4n8ao,"manual-mixez90n-hdqfth","2pcs 100ah battery+2pcs 30A controller+20m cable+hkd mc4 2in1 connectors+5p connectors",28600,2025-12-08T17:17:15.239Z
cmixez8ws0039ib04b8hsu8gv,"manual-mixez8wr-lrpvl1","1kva solarthon",30500,2025-12-08T17:17:15.100Z
cmixez8sv002uib04mzrsjzjz,"manual-mixez8su-75iaq5","12v pump+200w panel",12000,2025-12-08T17:17:14.959Z
cmixez8ox002fib04eg3u75um,"manual-mixez8ow-nnhlr4","550w starmax kit+4pcs 200w floodlights+2pcs 100w floodlight",75600,2025-12-08T17:17:14.817Z
cmixez8l80020ib04r18irp7b,"manual-mixez8l7-0ba8hf","2000w inverter_1000w inverter",4000,2025-12-08T17:17:14.684Z
cmixez8hi001lib0405wyn12x,"manual-mixez8hh-4k07fl","200ah starmax battery",25000,2025-12-08T17:17:14.550Z
cmixez8cf0016ib04t1q9aojn,"manual-mixez8cf-t9m177","100w kit+22tv+ariel",20000,2025-12-08T17:17:14.367Z
cmixez83n000qib04vibh6a70,"manual-mixez83n-g2z1b2","12v pump",5000,2025-12-08T17:17:14.052Z
cmimxqc330001v5mceafxho3o,"BAT-100AH","100Ah Solar Battery",12000,2025-12-01T09:16:44.079Z
